Date,Ticker,Forecast
2024-01-01,WMT,47.90906681060791
2024-01-01,AMZN,164.96523223876954
2024-01-01,AAPL,178.3089971923828
2024-01-01,CVS,104.552201461792
2024-01-01,UNH,483.09370025634763
2024-01-02,WMT,47.632965927124026
2024-01-02,AMZN,163.9263639831543
2024-01-02,AAPL,177.34359756469726
2024-01-02,CVS,104.89540069580079
2024-01-02,UNH,482.33669921875
2024-01-03,WMT,47.67576560974121
2024-01-03,AMZN,162.04116470336913
2024-01-03,AAPL,176.93269638061523
2024-01-03,CVS,105.46800071716308
2024-01-03,UNH,491.23789764404296
2024-01-04,WMT,47.79459964752197
2024-01-04,AMZN,163.9234553527832
2024-01-04,AAPL,173.46139755249024
2024-01-04,CVS,104.9324993133545
2024-01-04,UNH,485.50049560546876
2024-01-05,WMT,48.003965835571286
2024-01-05,AMZN,162.42328414916992
2024-01-05,AAPL,173.08489868164062
2024-01-05,CVS,105.0171989440918
2024-01-05,UNH,476.64650268554686
2024-01-06,WMT,48.054365997314456
2024-01-06,AMZN,162.0855990600586
2024-01-06,AAPL,172.4698992919922
2024-01-06,CVS,104.00669906616211
2024-01-06,UNH,467.14860168457034
2024-01-07,WMT,48.15806564331055
2024-01-07,AMZN,161.68989532470704
2024-01-07,AAPL,172.1137989807129
2024-01-07,CVS,104.33090087890625
2024-01-07,UNH,465.8971029663086
2024-01-08,WMT,48.022833824157715
2024-01-08,AMZN,159.53799133300782
2024-01-08,AAPL,172.8786015319824
2024-01-08,CVS,105.92480026245117
2024-01-08,UNH,482.07710235595704
2024-01-09,WMT,47.961132774353025
2024-01-09,AMZN,161.5310221862793
2024-01-09,AAPL,174.87520065307618
2024-01-09,CVS,105.61790008544922
2024-01-09,UNH,483.5625018310547
2024-01-10,WMT,47.91106552124023
2024-01-10,AMZN,162.8662730407715
2024-01-10,AAPL,174.81799926757813
2024-01-10,CVS,105.40619934082031
2024-01-10,UNH,475.1560006713867
2024-01-11,WMT,48.08540027618408
2024-01-11,AMZN,162.4938801574707
2024-01-11,AAPL,172.15980056762695
2024-01-11,CVS,105.2312986755371
2024-01-11,UNH,470.4104977416992
2024-01-12,WMT,48.18916599273682
2024-01-12,AMZN,161.19833602905274
2024-01-12,AAPL,171.65510101318358
2024-01-12,CVS,105.17209953308105
2024-01-12,UNH,467.9425009155273
2024-01-13,WMT,48.266133041381835
2024-01-13,AMZN,160.41975692749023
2024-01-13,AAPL,171.6728025817871
2024-01-13,CVS,105.33039916992188
2024-01-13,UNH,467.6133001708984
2024-01-14,WMT,48.16979957580566
2024-01-14,AMZN,159.90104629516603
2024-01-14,AAPL,171.16410385131837
2024-01-14,CVS,104.89060005187989
2024-01-14,UNH,467.7380010986328
2024-01-15,WMT,47.74873428344726
2024-01-15,AMZN,158.84674926757813
2024-01-15,AAPL,170.09220169067382
2024-01-15,CVS,104.41980056762695
2024-01-15,UNH,469.65480041503906
2024-01-16,WMT,47.57356731414795
2024-01-16,AMZN,159.95221267700197
2024-01-16,AAPL,171.23589950561524
2024-01-16,CVS,104.58920127868652
2024-01-16,UNH,470.5400994873047
2024-01-17,WMT,47.72250030517578
2024-01-17,AMZN,157.44410583496094
2024-01-17,AAPL,169.52090209960937
2024-01-17,CVS,104.26030029296875
2024-01-17,UNH,467.49829467773435
2024-01-18,WMT,47.75423400878906
2024-01-18,AMZN,156.79278213500976
2024-01-18,AAPL,168.27720153808593
2024-01-18,CVS,102.96890045166016
2024-01-18,UNH,462.23339416503904
2024-01-19,WMT,47.79386661529541
2024-01-19,AMZN,155.17617797851562
2024-01-19,AAPL,166.54609939575195
2024-01-19,CVS,102.72509895324707
2024-01-19,UNH,463.60000396728515
2024-01-20,WMT,47.25276672363281
2024-01-20,AMZN,150.9308381652832
2024-01-20,AAPL,164.54679916381835
2024-01-20,CVS,102.43069854736328
2024-01-20,UNH,463.6184063720703
2024-01-21,WMT,46.98376647949219
2024-01-21,AMZN,146.59759704589842
2024-01-21,AAPL,163.4300016784668
2024-01-21,CVS,102.51719833374024
2024-01-21,UNH,463.43540771484373
2024-01-22,WMT,46.87010021209717
2024-01-22,AMZN,148.00869689941408
2024-01-22,AAPL,163.17500076293945
2024-01-22,CVS,103.44960083007813
2024-01-22,UNH,463.4859957885742
2024-01-23,WMT,46.53300022125244
2024-01-23,AMZN,146.2847805786133
2024-01-23,AAPL,161.44470153808595
2024-01-23,CVS,103.38030044555664
2024-01-23,UNH,461.02149383544923
2024-01-24,WMT,46.20160018920898
2024-01-24,AMZN,145.70933029174805
2024-01-24,AAPL,161.52460159301756
2024-01-24,CVS,103.45569976806641
2024-01-24,UNH,459.9063961791992
2024-01-25,WMT,45.810466613769535
2024-01-25,AMZN,144.64629196166993
2024-01-25,AAPL,162.0634016418457
2024-01-25,CVS,103.7780997467041
2024-01-25,UNH,459.3913021850586
2024-01-26,WMT,45.55979972839356
2024-01-26,AMZN,141.56870231628417
2024-01-26,AAPL,161.80710250854492
2024-01-26,CVS,104.47419960021972
2024-01-26,UNH,464.16690032958985
2024-01-27,WMT,45.603066215515135
2024-01-27,AMZN,141.48292274475097
2024-01-27,AAPL,161.67390228271483
2024-01-27,CVS,106.57649871826172
2024-01-27,UNH,464.5689013671875
2024-01-28,WMT,45.89523326873779
2024-01-28,AMZN,143.76110260009764
2024-01-28,AAPL,167.41760147094726
2024-01-28,CVS,107.22589805603027
2024-01-28,UNH,466.8898986816406
2024-01-29,WMT,46.48149974822998
2024-01-29,AMZN,147.99881042480467
2024-01-29,AAPL,169.96340118408204
2024-01-29,CVS,105.50800079345703
2024-01-29,UNH,468.35229919433596
2024-01-30,WMT,46.643599891662596
2024-01-30,AMZN,152.59402488708497
2024-01-30,AAPL,174.20010177612303
2024-01-30,CVS,105.57060142517089
2024-01-30,UNH,468.4714025878906
2024-01-31,WMT,46.49026638031006
2024-01-31,AMZN,150.9497989654541
2024-01-31,AAPL,173.45810028076173
2024-01-31,CVS,104.8344009399414
2024-01-31,UNH,468.28490264892577
2024-02-01,WMT,46.84563362121582
2024-02-01,AMZN,149.47257080078126
2024-02-01,AAPL,173.31299591064453
2024-02-01,CVS,106.66819961547851
2024-02-01,UNH,476.7791998291016
2024-02-02,WMT,46.75273326873779
2024-02-02,AMZN,150.39935165405274
2024-02-02,AAPL,172.98619644165038
2024-02-02,CVS,107.77969955444335
2024-02-02,UNH,478.3674035644531
2024-02-03,WMT,46.77743293762207
2024-02-03,AMZN,145.84883224487305
2024-02-03,AAPL,172.79949630737303
2024-02-03,CVS,108.16769989013672
2024-02-03,UNH,482.4668029785156
2024-02-04,WMT,46.5861661529541
2024-02-04,AMZN,154.59112319946288
2024-02-04,AAPL,172.31379837036133
2024-02-04,CVS,107.96209869384765
2024-02-04,UNH,482.155107421875
2024-02-05,WMT,46.578600120544436
2024-02-05,AMZN,159.38674285888672
2024-02-05,AAPL,175.50600006103517
2024-02-05,CVS,107.75040130615234
2024-02-05,UNH,489.68450439453125
2024-02-06,WMT,46.24980018615722
2024-02-06,AMZN,159.20902786254882
2024-02-06,AAPL,174.78870040893554
2024-02-06,CVS,107.92370124816894
2024-02-06,UNH,486.62390502929685
2024-02-07,WMT,46.01286708831787
2024-02-07,AMZN,157.9113394165039
2024-02-07,AAPL,174.69249954223633
2024-02-07,CVS,107.84900115966796
2024-02-07,UNH,488.76570495605466
2024-02-08,WMT,45.934933471679685
2024-02-08,AMZN,157.26239242553712
2024-02-08,AAPL,172.55109817504882
2024-02-08,CVS,108.04300094604493
2024-02-08,UNH,487.5279019165039
2024-02-09,WMT,45.89356700897217
2024-02-09,AMZN,156.99790328979492
2024-02-09,AAPL,171.9488981628418
2024-02-09,CVS,105.04499961853027
2024-02-09,UNH,483.24400512695314
2024-02-10,WMT,45.50623378753662
2024-02-10,AMZN,156.7336930847168
2024-02-10,AAPL,170.89989791870119
2024-02-10,CVS,104.71659912109375
2024-02-10,UNH,480.890803527832
2024-02-11,WMT,45.360000419616696
2024-02-11,AMZN,154.8869256591797
2024-02-11,AAPL,169.9437991333008
2024-02-11,CVS,104.60609878540039
2024-02-11,UNH,478.20570404052734
2024-02-12,WMT,45.073067588806154
2024-02-12,AMZN,156.85519607543947
2024-02-12,AAPL,171.16980209350587
2024-02-12,CVS,105.22890007019043
2024-02-12,UNH,476.0133004760742
2024-02-13,WMT,45.044134254455564
2024-02-13,AMZN,156.8124658203125
2024-02-13,AAPL,173.28459976196288
2024-02-13,CVS,104.88459991455078
2024-02-13,UNH,476.28770446777344
2024-02-14,WMT,44.940800247192385
2024-02-14,AMZN,156.82552474975586
2024-02-14,AAPL,171.61549880981445
2024-02-14,CVS,104.075400390625
2024-02-14,UNH,477.1973034667969
2024-02-15,WMT,45.42773281097412
2024-02-15,AMZN,155.6992478942871
2024-02-15,AAPL,171.18269912719725
2024-02-15,CVS,103.01600143432617
2024-02-15,UNH,476.19990112304686
2024-02-16,WMT,45.608165893554684
2024-02-16,AMZN,154.74596405029297
2024-02-16,AAPL,169.95770111083985
2024-02-16,CVS,103.3592000579834
2024-02-16,UNH,476.6485961914062
2024-02-17,WMT,45.98586547851563
2024-02-17,AMZN,154.3218588256836
2024-02-17,AAPL,168.28430252075196
2024-02-17,CVS,102.97189971923828
2024-02-17,UNH,471.2376965332031
2024-02-18,WMT,45.947165718078615
2024-02-18,AMZN,153.92166488647462
2024-02-18,AAPL,167.57610244750975
2024-02-18,CVS,102.57939918518066
2024-02-18,UNH,468.0338980102539
2024-02-19,WMT,45.40806632995606
2024-02-19,AMZN,154.45874954223632
2024-02-19,AAPL,167.09120025634766
2024-02-19,CVS,103.31770050048829
2024-02-19,UNH,466.34569763183595
2024-02-20,WMT,45.66086643218994
2024-02-20,AMZN,153.41384201049806
2024-02-20,AAPL,165.7556007385254
2024-02-20,CVS,102.84389976501465
2024-02-20,UNH,464.28919982910156
2024-02-21,WMT,45.53436645507813
2024-02-21,AMZN,149.60630752563478
2024-02-21,AAPL,164.01910369873048
2024-02-21,CVS,102.89219902038575
2024-02-21,UNH,462.3459027099609
2024-02-22,WMT,45.35146663665771
2024-02-22,AMZN,149.96014923095703
2024-02-22,AAPL,163.55430374145507
2024-02-22,CVS,102.19909889221191
2024-02-22,UNH,462.2533041381836
2024-02-23,WMT,45.40716632843018
2024-02-23,AMZN,149.04244430541993
2024-02-23,AAPL,163.1534051513672
2024-02-23,CVS,102.34219841003419
2024-02-23,UNH,466.48130310058593
2024-02-24,WMT,45.30253303527832
2024-02-24,AMZN,152.1614505004883
2024-02-24,AAPL,163.92660522460938
2024-02-24,CVS,102.31829856872558
2024-02-24,UNH,466.6119049072266
2024-02-25,WMT,45.397566108703614
2024-02-25,AMZN,152.41303344726563
2024-02-25,AAPL,164.2311050415039
2024-02-25,CVS,103.86910079956054
2024-02-25,UNH,469.6923025512695
2024-02-26,WMT,45.18276668548584
2024-02-26,AMZN,149.10659637451172
2024-02-26,AAPL,161.5509002685547
2024-02-26,CVS,103.9622006225586
2024-02-26,UNH,466.3252966308594
2024-02-27,WMT,45.317266616821286
2024-02-27,AMZN,147.04841201782227
2024-02-27,AAPL,161.28270095825195
2024-02-27,CVS,104.1347006225586
2024-02-27,UNH,464.78369995117185
2024-02-28,WMT,45.406666641235354
2024-02-28,AMZN,149.27669982910157
2024-02-28,AAPL,166.33129943847655
2024-02-28,CVS,104.52780059814454
2024-02-28,UNH,469.51289794921877
2024-02-29,WMT,45.91236694335937
2024-02-29,AMZN,147.9229451751709
2024-02-29,AAPL,168.7630010986328
2024-02-29,CVS,104.22170028686523
2024-02-29,UNH,468.89979949951174
2024-03-01,WMT,45.83586673736572
2024-03-01,AMZN,151.42114624023438
2024-03-01,AAPL,165.439697265625
2024-03-01,CVS,103.98840194702149
2024-03-01,UNH,488.42509704589844
2024-03-02,WMT,45.866566276550294
2024-03-02,AMZN,150.63832778930663
2024-03-02,AAPL,165.88279724121094
2024-03-02,CVS,104.68230163574219
2024-03-02,UNH,490.67299682617187
2024-03-03,WMT,46.540266456604
2024-03-03,AMZN,147.28597244262696
2024-03-03,AAPL,165.7335969543457
2024-03-03,CVS,105.09970161437988
2024-03-03,UNH,492.09149566650393
2024-03-04,WMT,46.81946556091309
2024-03-04,AMZN,153.58197540283203
2024-03-04,AAPL,167.71359954833986
2024-03-04,CVS,104.11160018920899
2024-03-04,UNH,485.3247979736328
2024-03-05,WMT,46.64059906005859
2024-03-05,AMZN,152.8412287902832
2024-03-05,AAPL,166.81099868774413
2024-03-05,CVS,103.95890029907227
2024-03-05,UNH,481.624794921875
2024-03-06,WMT,46.65076629638672
2024-03-06,AMZN,149.5913607788086
2024-03-06,AAPL,165.03899948120116
2024-03-06,CVS,104.14579971313476
2024-03-06,UNH,484.7338012695312
2024-03-07,WMT,46.8164331817627
2024-03-07,AMZN,146.4372966003418
2024-03-07,AAPL,162.6288996887207
2024-03-07,CVS,104.20880020141601
2024-03-07,UNH,487.83749908447265
2024-03-08,WMT,47.03353290557861
2024-03-08,AMZN,143.95005172729492
2024-03-08,AAPL,160.74909912109376
2024-03-08,CVS,104.2109009552002
2024-03-08,UNH,488.53029541015627
2024-03-09,WMT,47.04519981384277
2024-03-09,AMZN,144.5305436706543
2024-03-09,AAPL,160.56279861450196
2024-03-09,CVS,103.95310066223145
2024-03-09,UNH,489.7178967285156
2024-03-10,WMT,47.36893230438233
2024-03-10,AMZN,146.29213470458984
2024-03-10,AAPL,158.62879989624022
2024-03-10,CVS,104.07710121154786
2024-03-10,UNH,490.47749694824216
2024-03-11,WMT,47.28926578521728
2024-03-11,AMZN,144.70683959960937
2024-03-11,AAPL,155.9480987548828
2024-03-11,CVS,104.05469924926757
2024-03-11,UNH,485.2733044433594
2024-03-12,WMT,47.43556594848633
2024-03-12,AMZN,145.81454650878905
2024-03-12,AAPL,157.03439880371093
2024-03-12,CVS,103.91730003356933
2024-03-12,UNH,483.07350189208984
2024-03-13,WMT,47.9028999710083
2024-03-13,AMZN,147.20918716430663
2024-03-13,AAPL,158.94789901733398
2024-03-13,CVS,104.54209991455077
2024-03-13,UNH,487.7533038330078
2024-03-14,WMT,48.188233337402345
2024-03-14,AMZN,148.67978713989257
2024-03-14,AAPL,159.01169692993165
2024-03-14,CVS,105.288999710083
2024-03-14,UNH,491.52370391845704
2024-03-15,WMT,48.309866676330564
2024-03-15,AMZN,151.68216247558593
2024-03-15,AAPL,158.86599639892577
2024-03-15,CVS,106.5557007598877
2024-03-15,UNH,496.4822024536133
2024-03-16,WMT,48.329466552734374
2024-03-16,AMZN,154.28618209838868
2024-03-16,AAPL,160.2709962463379
2024-03-16,CVS,106.97930046081542
2024-03-16,UNH,499.1534036254883
2024-03-17,WMT,48.30603294372558
2024-03-17,AMZN,156.94495101928712
2024-03-17,AAPL,160.81429611206056
2024-03-17,CVS,107.39830001831055
2024-03-17,UNH,504.4062966918945
2024-03-18,WMT,48.28193389892578
2024-03-18,AMZN,154.60289596557618
2024-03-18,AAPL,161.4197004699707
2024-03-18,CVS,107.1909008026123
2024-03-18,UNH,505.3680001831055
2024-03-19,WMT,48.30406723022461
2024-03-19,AMZN,158.2541911315918
2024-03-19,AAPL,165.38320129394532
2024-03-19,CVS,107.04320152282715
2024-03-19,UNH,506.43299987792966
2024-03-20,WMT,48.14710021972656
2024-03-20,AMZN,159.8077670288086
2024-03-20,AAPL,165.98270141601563
2024-03-20,CVS,106.98270034790039
2024-03-20,UNH,508.2993002319336
2024-03-21,WMT,47.920633430480954
2024-03-21,AMZN,160.30453857421875
2024-03-21,AAPL,166.3654019165039
2024-03-21,CVS,107.37500137329101
2024-03-21,UNH,507.21670104980467
2024-03-22,WMT,47.886766624450686
2024-03-22,AMZN,158.93967346191405
2024-03-22,AAPL,167.0992008972168
2024-03-22,CVS,107.25710098266602
2024-03-22,UNH,505.79310455322263
2024-03-23,WMT,47.67069953918457
2024-03-23,AMZN,159.4457223510742
2024-03-23,AAPL,169.06850250244142
2024-03-23,CVS,107.13349983215332
2024-03-23,UNH,504.94400970458986
2024-03-24,WMT,47.64819969177246
2024-03-24,AMZN,161.68090728759765
2024-03-24,AAPL,171.79850341796876
2024-03-24,CVS,107.5541000366211
2024-03-24,UNH,510.5222189331055
2024-03-25,WMT,47.744466896057126
2024-03-25,AMZN,158.44065567016602
2024-03-25,AAPL,167.878204498291
2024-03-25,CVS,107.03880020141601
2024-03-25,UNH,512.1998165893555
2024-03-26,WMT,47.770700187683104
2024-03-26,AMZN,155.0993672180176
2024-03-26,AAPL,165.41630447387695
2024-03-26,CVS,106.82330024719238
2024-03-26,UNH,512.5390167236328
2024-03-27,WMT,48.15063369750977
2024-03-27,AMZN,151.53059700012207
2024-03-27,AAPL,164.9117057800293
2024-03-27,CVS,106.39920005798339
2024-03-27,UNH,514.3255139160157
2024-03-28,WMT,48.61526741027832
2024-03-28,AMZN,157.28612770080565
2024-03-28,AAPL,171.29090286254882
2024-03-28,CVS,106.19360046386718
2024-03-28,UNH,512.7907162475586
2024-03-29,WMT,49.11953411102295
2024-03-29,AMZN,153.35014907836913
2024-03-29,AAPL,170.9282012939453
2024-03-29,CVS,104.551099319458
2024-03-29,UNH,511.73901123046875
2024-03-30,WMT,49.55760093688965
2024-03-30,AMZN,159.30704772949218
2024-03-30,AAPL,173.7463021850586
2024-03-30,CVS,103.92210006713867
2024-03-30,UNH,514.3233078002929
2024-03-31,WMT,49.45373329162598
2024-03-31,AMZN,159.30539291381837
2024-03-31,AAPL,173.05270080566407
